#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name,is_Champion
1,Mens Sana 1871 Siena,40,40.3,88.2,30.5,60.5,0.505,10.6,26.0,0.408,16.6,21.0,0.791,8.8,23.5,32.3,15.0,16.7,3.0,14.1,19.7,2009,Italian-Lega-Basket-Serie-A,1
2,Virtus Roma,35,40.7,84.5,30.1,60.8,0.495,7.9,20.7,0.381,16.4,21.5,0.763,10.5,22.7,33.2,13.9,13.7,2.8,16.3,23.7,2009,Italian-Lega-Basket-Serie-A,0
3,Banca Tercas Teramo,34,40.6,82.4,28.3,60.7,0.466,8.3,23.0,0.359,17.5,23.3,0.752,9.5,22.5,32.0,12.7,11.1,1.6,15.8,21.1,2009,Italian-Lega-Basket-Serie-A,0
4,Edilnol Pallacanestro Biella,39,40.4,82.2,28.9,60.9,0.475,9.0,24.6,0.367,15.3,20.4,0.752,10.3,21.7,32.0,13.5,11.5,1.7,17.0,23.3,2009,Italian-Lega-Basket-Serie-A,0
5,Carpegna Prosciutto Basket Pesaro,33,40.5,80.1,29.4,60.4,0.487,7.6,19.8,0.383,13.7,19.1,0.716,8.8,21.2,30.0,10.6,12.7,2.5,18.1,22.5,2009,Italian-Lega-Basket-Serie-A,0
6,Virtus Bologna,35,40.4,79.0,28.0,59.2,0.473,7.7,20.5,0.374,15.3,21.1,0.728,8.9,23.7,32.7,10.9,10.1,3.0,15.3,20.2,2009,Italian-Lega-Basket-Serie-A,0
7,Feli Pharma Ferrara,30,40.3,78.6,28.5,59.0,0.484,7.9,22.4,0.354,13.6,19.9,0.685,9.0,20.5,29.5,10.1,14.4,2.8,15.8,20.1,2009,Italian-Lega-Basket-Serie-A,0
8,Acqua San Bernardo Cantu,30,40.2,78.6,28.2,58.4,0.483,8.4,21.7,0.387,13.9,20.1,0.691,8.0,22.2,30.2,9.0,9.7,2.3,16.9,20.1,2009,Italian-Lega-Basket-Serie-A,0
9,Universo De'Longhi Treviso,38,40.4,77.9,28.7,59.9,0.48,7.7,21.3,0.359,12.8,16.7,0.766,8.6,24.1,32.7,12.3,10.7,1.5,15.6,21.1,2009,Italian-Lega-Basket-Serie-A,0
10,Pallalcesto Amatori Udine,30,40.2,77.6,28.5,64.1,0.444,8.2,24.7,0.333,12.5,17.7,0.703,9.9,21.5,31.4,11.9,11.1,2.0,15.6,20.4,2009,Italian-Lega-Basket-Serie-A,0
11,Sidigas Avellino,30,40.5,76.9,27.1,59.0,0.459,8.8,23.3,0.38,13.9,19.5,0.712,9.6,23.8,33.4,10.7,10.2,2.6,16.2,22.0,2009,Italian-Lega-Basket-Serie-A,0
12,Sutor Montegranaro,30,40.8,76.5,26.4,59.7,0.442,7.5,21.4,0.35,16.2,22.0,0.735,9.7,20.5,30.2,7.9,10.9,1.7,14.8,22.1,2009,Italian-Lega-Basket-Serie-A,0
13,AX Armani Exchange Milan,42,40.5,76.0,26.7,60.3,0.443,8.5,24.3,0.352,13.9,19.0,0.732,10.3,22.3,32.6,10.4,12.2,1.4,15.4,24.3,2009,Italian-Lega-Basket-Serie-A,0
14,Fortituto Kontatto Bologna,30,40.8,75.0,27.5,60.7,0.454,5.9,19.7,0.302,14.0,20.4,0.689,10.1,22.2,32.3,9.7,11.0,3.0,16.2,20.8,2009,Italian-Lega-Basket-Serie-A,0
15,Pasta Reggia JuveCaserta,30,40.3,74.5,25.5,57.1,0.447,8.6,23.7,0.363,14.9,19.9,0.752,8.3,21.6,29.9,7.9,11.1,1.7,14.0,19.0,2009,Italian-Lega-Basket-Serie-A,0
16,Solsonica Rieti,30,40.3,72.9,25.8,57.8,0.446,6.5,19.1,0.339,14.8,21.0,0.705,9.8,22.2,32.0,7.7,9.9,2.2,15.4,19.2,2009,Italian-Lega-Basket-Serie-A,0
